,article_id,comments,is_reply,neg,neu,pos,compound
37,0.0,"This is a good move because it allows individuals to shine through their respective strengths and have the opportunity to strive for improvement in their weaker subjects so as to be promoted to a higher level if they improve.

However, the ideal situation would be to allow students and parents to decide on their own learning journeys by dropping the criteria for entry to each level.

It is not a good idea to remove the PSLE though. Instead, remove the entry criteria but offer recommendations. Make it very clear that standards will not be lowered to accommodate weaker learners if they choose to take on what appears to be beyond their ability. Then let the students and parents decide. Only then can they truly explore their potential, take risks and learn to be responsible adults who understand the consequences of personal choices. People are more enthusiastic when tackling challenges they have chosen.

The only problem is, this might take a toll on ‘success’ rates. Are we prepared to take the risk of not being seen as ‘number 1’ in educational ‘success’ rates? Do we choose numerical success over longer term resilience and excellence in life? Are bragging rights important? Why do some always blame the government and foreigners for robbing them of their jobs and opportunities? One reason might be that they do not know how to handle/competition because the government has always done everything for them, including deciding their future.

But the bottom line is, times have changed and our young ones really need to learn how to handle the realities of life and take responsibility for their choices instead of blaming others, take unethical short cuts when the going gets tough or, worse, take their own lives to escape the hard knocks.

Parents too, will no longer be able to blame the government for this or that because they will have to take responsibility for their children and choices as well.

If the MOE wants our future generations to be innovative and take risks, it will be more convincing to lead by example.
More",0.0,0.108,0.72,0.171,0.9694
38,0.0,"This has been debated too long!
Why? Because we have one party system. So all ministers, MPs have to keep mum and wayang even they knew in their hearts that education needs reform!
Anyone in that millions daollars salary system has to just wayang for the sake of $$$$. Now all problems will start to surface and more revealing soon to many.",0.0,0.041,0.917,0.041,0.0
39,0.0,"Oh yes, I remember clearly how express stream kids looked down on normal stream kids and if any were ""demoted"" to normal from express, they'd be miserable and hate life as though they were thrown into a pit of rejects and that their life is over. I remember everything vividly!! Even teachers would ""threaten"" express kids to study or you become like normal stream kids.

I was in Sec Sch in the 90s and the streaming caused a clear divide among express and normal stream kids. The express kids always looked down on the normal kids and had an air of arrogance",0.0,0.124,0.784,0.092,-0.6792
40,0.0,"Make the IP guys and girls join in the fun. G1, G2, G3. Then, everyone is equal.",0.0,0.0,0.619,0.381,0.824
41,0.0,Our Mr Ong is too hasty to implement the SBB system. He should put one or two schools on trial-run and monitor the outcome. And also parents have better picture and provide feedback. With our current education minister handling at his own fancy and just put into force without parents being ready and provide feedback. This is really too authoritative governance by our PAP government.,0.0,0.031,0.926,0.043,0.1999
42,0.0,Another election gimmick ....,0.0,0.0,1.0,0.0,0.0
43,0.0,"Students who had gone tru streaming felt its unfair to them who had gone tru the streaming and forced to study subjects they were weak in. MOE, make up your mind.",0.0,0.243,0.757,0.0,-0.8402
44,0.0,"When we are stringent to ourselves but when it comes to final outcome - Singaporean lose out. Foreigners always stand a bigger chance. They are the winners. Why? They are cheaper, no need NS, no need older workers, no need student holiday job workers, no need reservists, no need to pay CPF, no expensive housing, no expensive education, no Kai Su ways to give the best to their children starting from nursery and so on.",0.0,0.269,0.575,0.156,-0.8201
45,0.0,"No point actually ...becoz at the ed of the day....Sg companies won't hire sgreans becoz they want cheap labour.
FT preferred.... you local degrees and diplomas are totally useless...
Fake degrees take precedence.",0.0,0.151,0.813,0.035,-0.6461
46,0.0,"To Everyone in this Website, Especially PAP, Opposition Parties & All Singaporean,

To improve our competitiveness in Global Economy , We really must REVAMP our entire school education system , in actual fact, it should have been Done it in over 20 years ago, during the 1990s .

From this website on “ Subject-Based Banding to replace streaming in secondary schools by 2024 by Singapore Government , it has EXPOSE OUT these BIG PROBLEMS in Singapore that had spread over many years .

Unfortunately, our “ MOST EXPENSIVE GOVERNMENT IN THE WHOLE WORLD “ don’t seem to do much on it , though TALK very BIG in Mass Media that our “ MOST EXPENSIVE GOVERNMENT IN THE WHOLE WORLD “ is doing so ! ! !

The PROBLEMS that we are facing now are these , due to the very Harmful Effects of "" DON' T CARE "" of or , should say, SACRIFICE Professional Ethics & Moral Education for many years :===>

(1). Bad CORORATE CULTURES & Unethical SOCIAL VALUES are widespread in Singapore Business World & Singapore Society .

Even our so called "" MOST CLEAN & UNCORRUPTED CIVIL SERVICE IN THE WHOLE WORLD "" , which is Singapore Civil Service , are now affected, due to Big Scandals had happened over these few years, like of SEX – FOR - CONTRACT , SEX – FOR - GRADE , SEX - FOR - FAVOURS, UNDER - TABLE FAVORTISM , CORRUPTION , ABUSE of POWER , INTENTIONAL IRRESPONSIBLE ACTS & etc. .

(2). LACK of INTEREST on the Singaporean on things that affect National Interests & the Well-being of Society , which have led to the terrible consequences of Neglect .

[ WORST , it had led to INFLUENCIAL People , like so called “ ELITE CLASS “ as mention in here , that are Unethical HYPOCRITES & Big CHEATERS ( Like T T Durai , Richard Yong , Peter Lim Sin Pang , Ex-NUS Law Professor, Dr Tey , Pastor Kong Hee , Sun Ho ( Pastor Kong Kee’s wife ) & etc. ) to INFLUENCE the society or, BRAINWASH people to become BAD & EVIL .

Also , WORST , even civil servants, or staff under their control / charge are being made to be their almost YES MEN & LACKEYS / WALKING DOGS to do bad things or unethical acts for them , by forcing their staff to obey their ILLEGAL / UNLAWFUL / UNETHICAL ORDERS . . .

So, the Consequence is that you Either join them to be BAD GUYS too , or, You get SACK from your Jobs ! ! ! ]

(3). The KNOWLEDGE & SKILLS of Singaporean work forces are now facing STRONG COMPETITION from other newly emerged economic countries, like China & India .

The Ministry of Education has not change its educational systems much to counter this measures , may be due to Clumsiness , Complacency , Ignorance or WORST , PREVENT from doing so by some Self-Interest Pressure Groups within or outside of Civil Services , through erection of "" PROTECTIONISM "" inside the organizations .

* * * NOTE :==> As Mao Tze Tong, that Ex- Supreme Leader of China once said this words :==> “ If want to undergo Reform or Restructure, MUST first KNOW who your ENEMIES & FRIENDS are “ .

This is BECAUSE Friends will SUPPORT the Reform & Restructure, BUT, Enemies will OPPOSE the Reform & Restructure, regardless of how Good the Reform & Restructure are .

As this Old Chinese saying has highlighted : “ 非我族类，其心必异 “ or, “ 志不同 ， 道不合, 其心必异 “ or, “ 阳奉阴违 “ .
[ It means that anyone that don’t belong to our types or, share common belief & objectives with us, will likely go against us or, oppose us in his / her heart & DISOBEY Instruction from superiors & Top Management ]

* * * NOTE :==> In last Bukit Batok By-Election, DPM Tharman said in public that VOTE Dr Chee Soon Juan to be MP of Bukit Batok is like “ GET A FOX TO GUARD HEN DEN “.

However, our Singapore Government has also “ GET A FOX TO GUARD HEN DEN “ too ! ! !

That is, our Singapore Government is really RIDICULOUS to ask such types of ANTI-REFORM Civil Servants & ANTI-RESTRUCTURE Employers to HELP in the REFORM & RESTRUCTURE Singapore Education system , so as to build up Singapore Economy to be 1st Class Economy & save the Job Security of Singaporean . . . So we can all GUESS out what are the Results ? ? ? ]

(4) Too Many so called “ FOREIGN TALENTS “ come into Singapore & some of them have brought lots of Bad CULTURES & Twisted IDEAS to badly INFLUENCE & BRAINWASH Singaporean population .

[ To Foreigners , certain BAD PRACTICES, like LOOSE SEX CULTURE , SEX - FOR - FAVOR , GAY PRACTCES , CHEATING , CORRUPTION , ” Game of Throne ” ( Chinese is called “ 权术游戏 “) types of BRUTALLY DIRTY OFFICE POLITICS, VIOLENT POLITICAL IDEAS & etc., are OK to them in their own nations & they SPREAD such Cultures & Ideas when they are in Singapore ]

Really need more “ FIREMAN “ type of Ministers, like Dr Khaw Boon Wah & even Mr Shanmugan, to CLEAN UP , make full HOUSE CLEANING ( Chinese mean : 清理门户 ) & RESTRUCTURE all the MESS that have happened in our ““ MOST EXPENSIVE CIVIL SERVICE IN THE WHOLE WORLD “ & even Private Sector . . .

Any COMMENTS from you PEOPLE out there ? ? ?
More",0.0,0.137,0.755,0.109,-0.9845
47,1.0,"Umm...I thought Dr Chee Soon Juan already proposed this in the 90s? Scrapped the streaming...and it takes the ownself declare ownself innocent party 2019 to come up with a similar version of what Chee has been harping about all these years. Wow...70%, just brilliant! Thanks, 70%.",0.0,0.0,0.772,0.228,0.902
48,1.0,"When are are the ministers for education going to stop the flip-flop? How did the schemes come about in the first place? GEP, SAP schools, no grading, etc. all the ways to univ level? Are the 5 ministers admitting their mistakes over these years?

MOE's erstwhile Lau Guat Tin said before: ""If a student answered 12 for 5 x 7, don't mark him wrong. Say you are right if the question were to 7 + 5!"" If there is no right or wrong answer, how do we mark? Can we check or cross?",0.0,0.107,0.84,0.053,-0.6421
49,1.0,"@Lee , Wa !! Lee , pay you 30K per month , You should know how to do the job .",1.0,0.11,0.89,0.0,-0.2462
50,1.0,Far Sighted . I must said .,1.0,0.0,1.0,0.0,0.0
51,1.0,"What's the point of studying very high yet come out to work as a Cleaner for Secondary level and above, taxi driver for university graduates those learn in the classroom like Physics, Chemistry and Biology cannot help you to find a job those who suppose to hire by Singaporeans get filled up by foreign talents, those foreign talents like China nationals come to Singapore to work for three years or more to get Singapore Citizen then go back to China to join People Liberation Army and dropped Singapore Citizenship make Singapore lose face in front of the world.",0.0,0.046,0.816,0.138,0.8378
52,1.0,"The number of local masters, double degrees and degrees jobless are alarming... Surprising foreigners coming in as tourists can land jobs in days.",1.0,0.0,0.861,0.139,0.34
53,1.0,its ok like to learn wing chun even though its useless to protect ourself but we do it for exercise and health,1.0,0.076,0.719,0.206,0.3071
54,1.0,"I watched the interview with minister OYK. While he talked about the changes to be done in parliament, when asked with details of the plan, by the interviewer, he wasn't sure how the system is going to be. His answers were all guesses and probables, without anything solid. I think he is just having an overall view what he wanted to do but have the faintest idea how it would carry it out. I believe he will then push the matter to some school principals and educators to finish the work. Then he will claim the credits for himself; or push the blame to them when things go wrong.",0.0,0.087,0.874,0.038,-0.676
55,1.0,"Oh please, I was in Sec Sch in the 90s and the streaming caused a clear divide among express and normal stream kids. The express kids always looked down on the normal kids and had an air or arrogance.",0.0,0.08,0.804,0.116,0.128
56,1.0,Look at how many students suffer mental problems. All thanks to the stressful education system,1.0,0.406,0.47,0.124,-0.765
57,1.0,@A Stev Yes even the teachers. Some people are really unfit to be teachers!,1.0,0.0,0.813,0.187,0.4574
58,1.0,"Oh yes, I remember clearly how express stream kids looked down on normal stream kids and if any were ""demoted"" to normal from express, they'd be miserable and hate life as though they were thrown into a pit of rejects and that their life is over. I remember everything vividly!! Even teachers would ""threaten"" express kids to study or you become like normal stream kids.",1.0,0.143,0.751,0.106,-0.5837
59,1.0,"Yes I agree. I am guilty of the same in the past, seldom interact with normal stream, afraid they affect my result. Now I feel bad thinking like this when young.",1.0,0.17,0.622,0.208,0.1027
60,1.0,Even the teachers,1.0,0.0,1.0,0.0,0.0
61,1.0,No more streaming into classes but segregating students into subjects means a different way to stream!,0.0,0.119,0.881,0.0,-0.2244
62,1.0,Subject Based Streaming.---- stream according to subjects. Streaming has gotten worse.,1.0,0.237,0.763,0.0,-0.4767
63,1.0,"To Everyone in this Website, Especially PAP, Opposition Parties & All Singaporean,

What is the use if Singaporean have the BEST EDUCATION when this Cruel Reality in Singapore Labour Market is still IGNORE by Singapore Government :==>

From this website on Subject-Based Banding to replace streaming in secondary schools by 2024 by our Government, Ministry of Education & Singapore Government DON’T seem to care of these BIG PROBLEMS that are widespread in Singapore for many years , or can even say PURPOSELY IGNORE such BIG PROBLEM . . .

Not only blue collar jobs , even white collar jobs of highly educated younger Singaporean & university graduates are in danger too, due to Greedy Singapore employers hire Singaporean temporarily , like 1 - 6 months , & then SACK them with All types of EXCUSES , including Unscrupulously fabricated “ WITCH HUNTING “ Excuses . . .

After these“ ROUGE EMPLOYERS “ have any how SACK many Singaporean Employees from their Jobs , these “ ROUGE EMPLOYERS “ COMPLAIN to Relevant Authorities, like Ministry of Manpower, that Singaporean employees , for both with University Degree & Relevant qualification , are Bad , Lousy & etc. & then , use these “ EXCUSES “ to PRESS Singapore Government to allow more so called "" FOREIGN TALENTS "" or , any one with little educational qualification to be HIRE for PMET Jobs by them , BUT , paid such people with LOW SALARIES :===>

Eg : Engineer with recognized Degree from NUS, NTU or other recognized universities by MOE & several years of relevant working experience usually command salary of $3000 - $6000 /month , BUT , FOREIGN "" engineer "" that has NO recognized degrees or required certificates & with several years of "" Relevant Working Experience "" in other countries , can be paid salary at around $1000/month .

Eg : Architect that had recognized Degree from NUS, NTU or other recognized universities by MOE & several years of relevant working experience usually command salary of $6000 - $12000 /month , BUT , FOREIGN "" architect "" that has NO recognized degrees or required certificates & with several years of "" Relevant Working Experience "" in other countries , can be paid salary at around $1000 - $2000/month .

Eg : Accountant that had recognized Degree from NUS, NTU or other recognized universities by MOE usually command salary of $3000 - $9000 /month , BUT , FOREIGN "" accountant "" that has NO recognized degrees or required certificates & with several years "" Relevant Working Experience "" in other countries , can be paid salary at around $1000 - $1500/month .

[ * NOTE :==>> In other countries, if a person has enough so called "" Relevant Work Experience "", a person can be qualified as "" Qualified Professionals / PMETs "" in their own countries , despite lack of education .

It's like Singapore in 1950s to even early 2000s , when even have Primary School Education alone, is enough to be Top Directors in big companies , like Banks .

( Like poorly educated Bangladeshi / Bangla workers take over PMET jobs, like Engineers & etc. in key industries . . . )

At most, such Cunning Bosses hired these "" CHEAP PROFESSIONALS / PMETs "" & then give them the Positions of IT Engineers , Aerodynamic Engineers , Electrical Engineers , Civil Engineers , Mechanical Engineers , Accountants & etc., in their companies, without letting the clients or, relevant authorities know of the Truth because NOBODY want to CHECK it any way . . . ]

CUT CORNERS a lot to MAXIMIZE PROFITS of Companies & EARN HIGH SALARIES & HIGH BONUSES by Top Management , BUT, DON'T CARE whether can give Good Quality Products & Services OR not , even if end up giving only Bad Products & Bad Services .

These usually happen in Construction Industries, Heavy Engineering Industries & other industries, or companies that are HIGHLY CONSERVATIVE & LABOUR INTENSIVE , in which both UNPROFESSIONALISM & UNETHICAL PRACTICES have BECOME A WAY OF LIFE in the CORPORATE / INDUSTRIAL CULTURES in such industries over many years .

* * NOTE :==> Singaporean Work Force is one of the MOST HIGHLY EDUCATED & BEST in the world, even recognized internationally by reputable international bodies , so Singaporean employees can’t be that Bad or Lousy to be justified easily to be SACK by management of Singaporean employers .

I wonder whether our HIGHLY PAID TOP CIVIL SERVANTS have really CHECK on this PROBLEMS over so many years ? ? ?

Really need more “ FIREMAN “ type of Ministers, like Dr Khaw Boon Wah & even Mr Shanmugan, to CLEAN UP , make full HOUSE CLEANING ( Chinese mean : 清理门户 ) & RESTRUCTURE all the MESS that have happened in our “ MOST EXPENSIVE CIVIL SERVICE IN THE WHOLE WORLD “ & even Private Sector , BUT need still quite reliable Non-PAP political leaders, like Mr Mr Low Thi Khiang & now, Dr Tan Cheng Bock, to press such cases to happen . . .

Don’t you ALL in this Website THINK so ? ? ?

Any COMMENTS from you PEOPLE out there ? ? ?
More",0.0,0.104,0.793,0.103,-0.4609
64,1.0,"To Everyone in this Website, Especially John.
Are you a bot?",1.0,0.0,1.0,0.0,0.0
65,1.0,"I agreed that they should review as we have the most rigid school system in the world. It does not motivate learning, creativities and curiousities. It just produce exam smart ppl. Not scientist, inventors, thinkers and so on. If we can produce these ppl. I say we achieve another great success in our education.",0.0,0.098,0.705,0.197,0.8108
66,1.0,exam smart people when they do things they then to zoe swee swee.,1.0,0.0,0.816,0.184,0.4019
67,1.0,"Only 2-3 days of school per week is optimal, given our advanced internet availability",0.0,0.0,0.727,0.273,0.5423
68,1.0,"@willie le chien courant
Not yet, right! But the idea remains sound. Try it!",1.0,0.0,1.0,0.0,0.0
69,1.0,i game u fifty dollars you don't have school going kids now. on?,1.0,0.0,1.0,0.0,0.0
70,1.0,Dare to change...so Singaporean should follow new MOE courageous to make G change.,0.0,0.0,0.764,0.236,0.5267
71,1.0,"CEOs tell Trump they are hiring more Americans without college degrees:
WASHINGTON (Reuters) - Chief executives of major companies said at a White House forum on Wednesday that they are hiring more Americans without college degrees as they search to find increasingly scarce applicants for open jobs.",0.0,0.0,1.0,0.0,0.0
72,1.0,Great Move!. It removes the stigma and yet it also (fortify) strengthen the difference in individual subjects streaming indirectly.(quite similar to modular system in Universities),0.0,0.0,0.775,0.225,0.7712
73,1.0,Secondary kids may not be ready modular system. They may even forget to attend lessons. Timetabling would become overwhelmingly complex. Teachers will have to contend with very diverse ability students. Oh well....,0.0,0.152,0.744,0.104,-0.1856
74,1.0,"Top Talents, Scholars, Meritocracy, Ministerial Material, Ministerial Salary, etc.",0.0,0.0,0.484,0.516,0.6597
75,1.0,"Singapore and its political leadership and judiciary are key promoters of neo-imperialism by the West - through promoting graduates of western universities over local graduates by giving them privileged positions, highest salaried jobs and top ranks in Judiciary and Civil Service in return for million dollar incomes and power. Almost every Minister, Judge and high ranking and highly paid public service official today is a graduate of a university in UK or USA who is fast tracked over local graduates. Foreign grad lawyers are given precedence over local university grad lawyers. Foreign grads take instructions from their imperial masters in the West without any regard for national interests. To keep local leaders in check, the neo Western imperialists set up and support a shadow team ready to takeover if the team in power fails to heed their imperial masters. Which is why the neo imperialists support the local leaders and also the vocal opposition at one and the same time.
In Singapore the government grooms Chinese elites from a young age and even sponsors their training in top universities at Oxford, Cambridge and Harvard.
The Chinese Christian elites are stooges of foreign firms, foreign universities especially Harvard Oxford and Cambridge and of foreign powers and will never mete justice to Singaporeans who are not elite Chinese Christians.
For the last 40 years, Sg gov has been selecting, training and sponsoring Chinese Christian supremacists in Oxford, Cambridge and Harvard amongst other top universities abroad without the whites realising it. These come back and perpetuate Chinese Christian supremacy in Singapore and token meritocracy.
PAP rapidly expanded its elite class these last 20 years by paying million dollar salaries to especially some Chinese Christians especially alumni of Cambridge, Oxford and Harvard to promote them to the million dollar salary club and also by funding their children's education at Harvard, Cambridge and Oxford universities.
The Chinese Christian elites lawyers from these law firms are stooges of foreign law firms, foreign universities especially Harvard Oxford and Cambridge and of foreign powers and will never mete justice to Singaporeans who are not elite Chinese Christians.
More",0.0,0.028,0.894,0.078,0.9209
76,1.0,don't be an idiot. why? you anti-christian.,1.0,0.0,0.689,0.311,0.4023
77,1.0,"If only you know the hugely different standard in graduates, you will not say it is due to Imperialism.",1.0,0.0,1.0,0.0,0.0
78,1.0,"Primary school and secondary school streaming of students is one of the most helpful, pragmatic policies that's imbued with maximisation of talent vs resources, plus a topping of most human touch.

Streaming is good for you!",0.0,0.0,0.779,0.221,0.8436
79,1.0,"Is the main purpose of education social engineering? In other words, supporting the nonsensical belief that all children are of equal academic ability, becoming brain surgeons, brilliant architects, world-class philosophers? The much-reviled streaming allows those of a practical bent to harness their equally valuable skills, setting them on paths leading to training in trades so lacking in society today.

Likewise, see the pickle several top-flight British universities are in, being forced to make more places available [at the cost of rejecting able others] for students from 'disadvantaged backgrounds', admitting them with lower school grades, ignoring the reality that such pupils have been let down by the low standards in many British State Schools, from which so many leave after years of compulsory education unable to count, read and write to a decent level, and to conduct a grammatical conversation not riddled with slang.
More",0.0,0.11,0.814,0.076,-0.5328
80,1.0,A Rose by any other name! Or some may prefer LPPL?,0.0,0.0,1.0,0.0,0.0
81,1.0,"Good move! It allows for students to develop according to their own strengths and encourage more mixing of students of different aptitude and background. This prepare the students better, cause in the real world, we live and work with people of different talents, skills set and backgrounds.",0.0,0.0,0.736,0.264,0.9336
